BundleId,AnsweredCorrectly
0,0.90785279629093
1,0.890601757944557
2,0.554296022448889
3,0.77940792337832
4,0.613294670154758
5,0.86191651244088
6,0.474550264550265
7,0.866051504734334
8,0.906597913981015
9,0.303922604085254
10,0.683923793559202
11,0.886879856545128
12,0.759881715130606
13,0.88730670819891
14,0.799616427484955
15,0.7057171020207
16,0.425629711343997
17,0.869780025879308
18,0.828078042264943
19,0.827040632865876
20,0.975418520873066
21,0.750641309155241
22,0.86475085684155
23,0.734504753881334
24,0.656401465894314
25,0.784966430348843
26,0.820308169825962
27,0.664433671220802
28,0.645564085122923
29,0.496269409155072
30,0.894302130715825
31,0.857224025974026
32,0.862749546279492
33,0.796769346356123
34,0.663281923555896
35,0.848856522294621
36,0.907371379161262
37,0.832243879248871
38,0.961209068010076
39,0.592583884727773
40,0.836358746806508
41,0.970256187581416
42,0.974025974025974
43,0.928505106778087
44,0.925601169124485
45,0.687167598527206
46,0.918081379682026
47,0.749643075667958
48,0.833515482695811
49,0.7100782328578
50,0.918341591100309
51,0.929751037344398
52,0.790027418223554
53,0.841860040197332
54,0.711487838264715
55,0.601814765366167
56,0.718821052631579
57,0.904578633045786
58,0.381729651967023
59,0.854224185532855
60,0.81031652989449
61,0.761506499041125
62,0.671062271062271
63,0.738545916661093
64,0.680106621773288
65,0.87345021098882
66,0.937626380463525
67,0.905983889528193
68,0.944608463376916
69,0.493310560774267
70,0.967401285583104
71,0.81105070453789
72,0.743693634818978
73,0.850548260457561
74,0.269044879171461
75,0.839018485915493
76,0.592653466860332
77,0.699537666576013
78,0.840009155413138
79,0.913592508513053
80,0.826080476900149
81,0.833661030279198
82,0.762227775794359
83,0.795042125729099
84,0.838474414155906
85,0.74370569542899
86,0.747530813811117
87,0.920586340206186
88,0.574461292897047
89,0.920848159175078
90,0.962102689486553
91,0.894719417315014
92,0.790496760259179
93,0.941551280480333
94,0.928546286518831
95,0.72924488944514
96,0.794067401770461
97,0.898618142016692
98,0.760529623242627
99,0.950135246383629
100,0.353595111168899
101,0.804006284367636
102,0.84748427672956
103,0.659167351820016
104,0.876492537313433
105,0.748465061884807
106,0.861940298507463
107,0.647575493612079
108,0.845902451101758
109,0.974810606060606
110,0.624134065365489
111,0.85279685966634
112,0.953823953823954
113,0.89840134623475
114,0.66725597841258
115,0.978643216080402
116,0.791741472172352
117,0.934325977133741
118,0.905539202568906
119,0.881150093419141
120,0.8436084301753
121,0.795179696814853
122,0.684385972709898
123,0.788891085194703
124,0.748372925479987
125,0.767317737905973
126,0.857764575849682
127,0.907824855423109
128,0.966853646098929
129,0.768629869462432
130,0.768312695807847
131,0.860481437293845
132,0.889910506313596
133,0.866984706047425
134,0.428083676566226
135,0.922851114576644
136,0.868715083798883
137,0.933537832310838
138,0.848277978062438
139,0.803984017603799
140,0.873889875666075
141,0.880578068547993
142,0.78016341623427
143,0.817434395765289
144,0.701127657742963
145,0.826121076233184
146,0.702919290211792
147,0.960132890365448
148,0.829738255605764
149,0.580214261801138
150,0.790594004234927
151,0.928539122568973
152,0.882534017399063
153,0.743841474432332
154,0.873275862068966
155,0.894720965309201
156,0.931868718313617
157,0.565974527675499
158,0.945856581938417
159,0.61390823743186
160,0.881468797564688
161,0.914332648870637
162,0.868838878917576
163,0.955790784557908
164,0.730561878519228
165,0.651242870978156
166,0.873281965847564
167,0.95145482388974
168,0.926793414347315
169,0.81957381651142
170,0.726732422862924
171,0.759332905708788
172,0.461455011670338
173,0.785675202451302
174,0.848689523529844
175,0.359985293591989
176,0.504478193146417
177,0.928870292887029
178,0.947432762836186
179,0.899026425591099
180,0.652388951101157
181,0.757841631936828
182,0.836863145360211
183,0.7307456917378
184,0.808856304985337
185,0.60819285304309
186,0.692080808080808
187,0.879143604403625
188,0.862859401244936
189,0.385272430827635
190,0.90974778459441
191,0.754052473262032
192,0.943419434194342
193,0.876567591586847
194,0.674607061756979
195,0.824475478191806
196,0.910903642231443
197,0.756176853055917
198,0.789518795151218
